"FND_APP_FLEX_VALUE_SET.ValueSetCode","Value","IndependentValue","IndependentValueNumber","IndependentValueDate","IndependentValueTimestamp","ValueNumber","ValueDate","ValueTimestamp","TranslatedValue","Description","EnabledFlag","StartDateActive","EndDateActive","SummaryFlag","FlexValueAttribute1","FlexValueAttribute2","FlexValueAttribute3","FlexValueAttribute4","FlexValueAttribute5","FlexValueAttribute6","SortOrder","ExternalDataSource","CreationDate","CreatedBy","LastUpdateDate","LastUpdatedBy","LastUpdateLogin"
"FED_LEGAL_AUTH","NAM","590","","","","","","","","Reg 316.402(b)(7).  Temp appt (prior temp service).","Y","","","","","","","","","","","","2022/02/17 17:17:22.866","CUSTOMIZED_USER","2022/02/17 17:19:45.243","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","NCM","590","","","","","","","","REG 316.402(B)(2). TEMP APPT (VRA ELIGIBILITY).","Y","","","","","","","","","","","","2022/02/17 17:17:22.938","CUSTOMIZED_USER","2022/02/17 17:19:45.386","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","NEM","590","","","","","","","","REG 316.402(B)(4). TEMP APPT (30%+ DISABLED VET).","Y","","","","","","","","","","","","2022/02/17 17:17:23.003","CUSTOMIZED_USER","2022/02/17 17:19:45.528","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","NMM","590","","","","","","","","Reg 316.702.  Reg 316.702.  Exc Svc Indefinite brought into Comp Svc.","Y","","","","","","","","","","","","2022/02/17 17:17:23.069","CUSTOMIZED_USER","2022/02/17 17:19:45.671","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","NUM","590","","","","","","","","REG 330.207. APPT FROM RPL.","Y","","","","","","","","","","","","2022/02/17 17:17:23.147","CUSTOMIZED_USER","2022/02/17 17:19:45.823","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","PNR","590","","","","","","","","REG 351.603(A-76). RIF DUE TO CONTRACTING OUT.","Y","","","","","","","","","","","","2022/02/17 17:17:23.219","CUSTOMIZED_USER","2022/02/17 17:19:45.974","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","SZX","590","","","","","","","","REG 930.209. TEMP. REEMPLOYMENT OF SENIOR ADMIN. LAW JUDGE","Y","","","","","","","","","","","","2022/02/17 17:17:23.286","CUSTOMIZED_USER","2022/02/17 17:19:46.133","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","V4M","590","","","","","","","","5 U.S.C. 3394(A) LIMITED TERM. SES LTD TERM APPT.","Y","","","","","","","","","","","","2022/02/17 17:17:23.339","CUSTOMIZED_USER","2022/02/17 17:19:46.309","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","V4P","590","","","","","","","","5 U.S.C. 3394(A) LIMITED EMERGENCY. SES LTD EMERG APPT.","Y","","","","","","","","","","","","2022/02/17 17:17:23.394","CUSTOMIZED_USER","2022/02/17 17:19:46.485","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","V8L","590","","","","","","","","39 U.S.C. 1006. REEMPLOYMENT BASED ON POSTAL SERVICE.","Y","","","","","","","","","","","","2022/02/17 17:17:23.48","CUSTOMIZED_USER","2022/02/17 17:19:46.633","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","VJM","590","","","","","","","","5 U.S.C. 3325. APPT TO SCI/PROF POSITIONS.","Y","","","","","","","","","","","","2022/02/17 17:17:23.559","CUSTOMIZED_USER","2022/02/17 17:19:46.792","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","W6M","590","","","","","","","","SCH A, 213.3102(O). FACULTY MBR--SCI/PROF/ANAL PSN.","Y","","","","","","","","","","","","2022/02/17 17:17:23.641","CUSTOMIZED_USER","2022/02/17 17:19:46.979","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","W9N","590","","","","","","","","SCH A, 213.3102(I)(1).  TEMP, NOT F/T-REMOTE LOC.","Y","","","","","","","","","","","","2022/02/17 17:17:23.709","CUSTOMIZED_USER","2022/02/17 17:19:47.132","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","W9P","590","","","","","","","","SCH A, 213.3102(I)(2).  TEMP, NOT F/T-CRIT HIRING NEED.","Y","","","","","","","","","","","","2022/02/17 17:17:23.772","CUSTOMIZED_USER","2022/02/17 17:19:47.285","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","W9R","590","","","","","","","","SCH A, 213.3102(I)(3). TEMP, NOT F/T-OTHER POS.","Y","","","","","","","","","","","","2022/02/17 17:17:23.832","CUSTOMIZED_USER","2022/02/17 17:19:47.494","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WAM","590","","","","","","","","SCH A, 213.3102(A). CHAPLAIN/CHAPLAIN ASSTS.","Y","","","","","","","","","","","","2022/02/17 17:17:23.897","CUSTOMIZED_USER","2022/02/17 17:19:47.655","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WCM","590","","","","","","","","SCH A, 213.3102(C). PRES APPT W/O SENATE CONFIRM.","Y","","","","","","","","","","","","2022/02/17 17:17:23.97","CUSTOMIZED_USER","2022/02/17 17:19:47.846","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WDM","590","","","","","","","","SCH A, 213.3102(D). ATTORNEYS.","Y","","","","","","","","","","","","2022/02/17 17:17:24.036","CUSTOMIZED_USER","2022/02/17 17:19:47.998","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WEM","590","","","","","","","","SCH A, 213.3102(E). LAW CLERK TRAINEES.","Y","","","","","","","","","","","","2022/02/17 17:17:24.097","CUSTOMIZED_USER","2022/02/17 17:19:48.157","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WFM","590","","","","","","","","SCH A, 213.3102(F). INTERPRETER--CHINESE/JAPANESE/HINDU","Y","","","","","","","","","","","","2022/02/17 17:17:24.164","CUSTOMIZED_USER","2022/02/17 17:19:48.318","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WJM","590","","","","","","","","SCH A, 213.3102(J). FORMER NATIONAL GUARD TECHNICIANS.","Y","","","","","","","","","","","","2022/02/17 17:17:24.251","CUSTOMIZED_USER","2022/02/17 17:19:48.492","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WKM","590","","","","","","","","SCH A, 213.3102(K). APPT. WITHOUT COMPENSATION.","Y","","","","","","","","","","","","2022/02/17 17:17:24.312","CUSTOMIZED_USER","2022/02/17 17:19:48.653","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WLM","590","","","","","","","","SCH A, 213.3102(L). CONSULTANTS.","Y","","","","","","","","","","","","2022/02/17 17:17:24.389","CUSTOMIZED_USER","2022/02/17 17:19:48.813","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WNM","590","","","","","","","","SCH A, 213.3102(N). PHYSICIANS, SURGEONS, DENTISTS.","Y","","","","","","","","","","","","2022/02/17 17:17:24.448","CUSTOMIZED_USER","2022/02/17 17:19:49.362","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WUM","590","","","","","","","","Sch A, 213.3102(u).  Severe Physical Disabilities","Y","","","","","","","","","","","","2022/02/17 17:17:24.509","CUSTOMIZED_USER","2022/02/17 17:19:49.527","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WXM","590","","","","","","","","SCH A, 213.3102(X). WORK-RELEASE PROGRAM.","Y","","","","","","","","","","","","2022/02/17 17:17:24.571","CUSTOMIZED_USER","2022/02/17 17:19:49.674","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WZM","590","","","","","","","","SCH A, 213.3102(Z). WHITE HOUSE FELLOWS.","Y","","","","","","","","","","","","2022/02/17 17:17:24.627","CUSTOMIZED_USER","2022/02/17 17:19:49.821","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","XAM","590","","","","","","","","SCH A, 213.3102(AA). GS 11+ SCI/PROF RESEARCH ASSOC.","Y","","","","","","","","","","","","2022/02/17 17:17:24.682","CUSTOMIZED_USER","2022/02/17 17:19:49.977","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","XBM","590","","","","","","","","SCH A, 213.3102(BB). ALIEN EMPLOYEES.","Y","","","","","","","","","","","","2022/02/17 17:17:24.741","CUSTOMIZED_USER","2022/02/17 17:19:50.116","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","XFM","590","","","","","","","","SCH A, 213.3102(FF). ATTNY GENERAL PROGRAMS.","Y","","","","","","","","","","","","2022/02/17 17:17:24.797","CUSTOMIZED_USER","2022/02/17 17:19:50.286","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","XXM","590","","","","","","","","SCH A, 213.3102(LL). READER/INTERPRETER/PERS ASST.","Y","","","","","","","","","","","","2022/02/17 17:17:24.853","CUSTOMIZED_USER","2022/02/17 17:19:50.441","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","XZM","590","","","","","","","","SCH A, 213.31XX. AGENCY-UNIQUE SCHEDULE A AUTHORITY.","Y","","","","","","","","","","","","2022/02/17 17:17:24.931","CUSTOMIZED_USER","2022/02/17 17:19:50.6","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","Y1M","590","","","","","","","","SCH B, 213.3202(B)-BA/BS. CAREER EXP-BA/BS DEGREE PROG.","Y","","","","","","","","","","","","2022/02/17 17:17:25.022","CUSTOMIZED_USER","2022/02/17 17:19:50.749","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","Y2M","590","","","","","","","","SCH B, 213.3202(B)-GRAD/PROF. CAREER EXP-GRAD/PROF DEG.","Y","","","","","","","","","","","","2022/02/17 17:17:25.097","CUSTOMIZED_USER","2022/02/17 17:19:50.898","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","Y5M","590","","","","","","","","SCH B, 213.32XX. AGENCY-UNIQUE SCHEDULE B AUTHORITY.","Y","","","","","","","","","","","","2022/02/17 17:17:25.149","CUSTOMIZED_USER","2022/02/17 17:19:51.059","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","Y7M","590","","","","","","","","SCH C, 213.33XX. AGENCY-UNIQUE SCHEDULE C AUTHORITY.","Y","","","","","","","","","","","","2022/02/17 17:17:25.21","CUSTOMIZED_USER","2022/02/17 17:19:51.211","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","Y8M","590","","","","","","","","SCH C, AUTHORITY OTHER THAN SCH C, 213.33XX (I.E., LAW OR E.O. WHICH ESTABLISHES A SCH C POSITION)","Y","","","","","","","","","","","","2022/02/17 17:17:25.276","CUSTOMIZED_USER","2022/02/17 17:19:51.365","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","Y9K","590","","","","","","","","SCH C, 213.3302(A). TEMPORARY TRANSITIONAL SCHEDULE C.","Y","","","","","","","","","","","","2022/02/17 17:17:25.335","CUSTOMIZED_USER","2022/02/17 17:19:51.516","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","YJM","590","","","","","","","","SCH B, 213.3202(J). SES EXECUTIVE DEVELOPMENT PROGRAM.","Y","","","","","","","","","","","","2022/02/17 17:17:25.393","CUSTOMIZED_USER","2022/02/17 17:19:51.679","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","YMM","590","","","","","","","","SCH B, 213.3202M. APPT. FOLLOWING REMOVAL FROM THE SES.","Y","","","","","","","","","","","","2022/02/17 17:17:25.455","CUSTOMIZED_USER","2022/02/17 17:19:51.854","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ZJK","590","","","","","","","","EO 12721. FAMILY MEMBER NONCOMP APPT.","Y","","","","","","","","","","","","2022/02/17 17:17:25.515","CUSTOMIZED_USER","2022/02/17 17:19:52.023","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ZLM","590","","","","","","","","OTHER CITATION (LAW, E.O., REG)","Y","","","","","","","","","","","","2022/02/17 17:17:25.578","CUSTOMIZED_USER","2022/02/17 17:19:52.199","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ZQM","590","","","","","","","","31 U.S.C. 732(G).  BASED ON SVC WITH GAO.","Y","","","","","","","","","","","","2022/02/17 17:17:25.642","CUSTOMIZED_USER","2022/02/17 17:19:52.365","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ZRM","590","","","","","","","","AGENCY RESTORATION AUTHORITY","Y","","","","","","","","","","","","2022/02/17 17:17:25.704","CUSTOMIZED_USER","2022/02/17 17:19:52.547","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ZTM","590","","","","","","","","P.L. 99-586. APPT. OF FORMER NAT'L GUARD TECH.","Y","","","","","","","","","","","","2022/02/17 17:17:25.767","CUSTOMIZED_USER","2022/02/17 17:19:52.709","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ZTU","590","","","","","","","","28 U.S.C. 602.  ADMIN OFC OF U.S. COURTS.","Y","","","","","","","","","","","","2022/02/17 17:17:25.826","CUSTOMIZED_USER","2022/02/17 17:19:52.91","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","SAB","615","","","","","","","","5 U.S.C. 8336A (C)(7).","Y","","","","","","","","","","","","2022/02/17 17:17:25.883","CUSTOMIZED_USER","2022/02/17 17:19:53.082","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","SAC","615","","","","","","","","5 U.S.C. 8412A (B)(6)","Y","","","","","","","","","","","","2022/02/17 17:17:25.938","CUSTOMIZED_USER","2022/02/17 17:19:53.245","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","SAD","616","","","","","","","","5 U.S.C. 8336A(G)","Y","","","","","","","","","","","","2022/02/17 17:17:26.005","CUSTOMIZED_USER","2022/02/17 17:19:53.41","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","SAE","616","","","","","","","","5 U.S.C. 8412A(G)","Y","","","","","","","","","","","","2022/02/17 17:17:26.063","CUSTOMIZED_USER","2022/02/17 17:19:53.576","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","SBD","616","","","","","","","","REG. 831.1721 (B)","Y","","","","","","","","","","","","2022/02/17 17:17:26.129","CUSTOMIZED_USER","2022/02/17 17:19:53.734","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","SBE","616","","","","","","","","REG. 848.301 (B)","Y","","","","","","","","","","","","2022/02/17 17:17:26.204","CUSTOMIZED_USER","2022/02/17 17:19:53.883","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ZVH","617","","","","","","","","5 U.S.C. 5550, Border Patrol Overtime Supplement, Restricted for use by DHS/Custom and Border Protection","Y","","","","","","","","","","","","2022/02/17 17:17:26.264","CUSTOMIZED_USER","2022/02/17 17:19:54.085","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ABR","702","","","","","","","","REG 330.608.  AGENCY CAREER TRANSITION PROGRAM.","Y","","","","","","","","","","","","2022/02/17 17:17:26.324","CUSTOMIZED_USER","2022/02/17 17:19:54.229","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ALM","702","","","","","","","","MSPB DIRECTIVE-US","Y","","","","","","","","","","","","2022/02/17 17:17:26.383","CUSTOMIZED_USER","2022/02/17 17:19:54.374","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","AQM","702","","","","","","","","MSPB DIRECTIVE - INJ","Y","","","","","","","","","","","","2022/02/17 17:17:26.446","CUSTOMIZED_USER","2022/02/17 17:19:54.529","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","AWM","702","","","","","","","","OPM FORM 1652 OR OPM LTR (DATE)","Y","","","","","","","","","","","","2022/02/17 17:17:26.889","CUSTOMIZED_USER","2022/02/17 17:19:54.677","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","BPM","702","","","","","","","","CS RULE 8.3. APPT OF NON-US CITIZEN OVERSEAS.","Y","","","","","","","","","","","","2022/02/17 17:17:26.94","CUSTOMIZED_USER","2022/02/17 17:19:54.825","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","BWM","702","","","","","","","","OPM DELEGATION AGR","Y","","","","","","","","","","","","2022/02/17 17:17:26.99","CUSTOMIZED_USER","2022/02/17 17:19:54.974","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","HAM","702","","","","","","","","REG 250.101. ACTION REQUIRED BY A DECISION.","Y","","","","","","","","","","","","2022/02/17 17:17:27.041","CUSTOMIZED_USER","2022/02/17 17:19:55.122","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","J8M","702","","","","","","","","P.L. 107-288. VETERANS RECRUITMENT APPOINTMENT (VRA).","Y","","","","","","","","","","","","2022/02/17 17:17:27.093","CUSTOMIZED_USER","2022/02/17 17:19:55.267","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","MAB","702","","","","","","","","Reg. 362.107(a) - Intern. Term Appt after Internship.","Y","","","","","","","","","","","","2022/02/17 17:17:27.149","CUSTOMIZED_USER","2022/02/17 17:19:55.421","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","MAC","702","","","","","","","","Reg. 362.107(a) - RG. Term Appt after RG","Y","","","","","","","","","","","","2022/02/17 17:17:27.201","CUSTOMIZED_USER","2022/02/17 17:19:55.915","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","MAF","702","","","","","","","","Reg. 362.107(a) - PMF.  Term App After PMF.","Y","","","","","","","","","","","","2022/02/17 17:17:27.268","CUSTOMIZED_USER","2022/02/17 17:19:56.058","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","N2M","702","","","","","","","","REG 335.102 OR AGY AUTH. PROM/REAS/CLGLB.","Y","","","","","","","","","","","","2022/02/17 17:17:27.35","CUSTOMIZED_USER","2022/02/17 17:19:56.196","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","N3M","702","","","","","","","","REG 335.102 COMP OR AGY AUTH. COMP PROM/REAS/CLGLB.","Y","","","","","","","","","","","","2022/02/17 17:17:27.442","CUSTOMIZED_USER","2022/02/17 17:19:56.338","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","N5M","702","","","","","","","","REG 335.102 UPGRADING. PROMOTION BECAUSE PSN UPGRADED.","Y","","","","","","","","","","","","2022/02/17 17:17:27.503","CUSTOMIZED_USER","2022/02/17 17:19:56.652","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","N6M","702","","","","","","","","REG 335.102 CAREER PROM OR AGY AUTH. CAREER PROMOTION.","Y","","","","","","","","","","","","2022/02/17 17:17:27.559","CUSTOMIZED_USER","2022/02/17 17:19:56.791","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","N7M","702","","","","","","","","REG 335.102 RECLASS. PROM OR REAS DUE TO PSN RECLASS.","Y","","","","","","","","","","","","2022/02/17 17:17:27.617","CUSTOMIZED_USER","2022/02/17 17:19:56.927","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","N8M","702","","","","","","","","REG 335.102 EXCP TO COMP OR AGY AUTH. PROM OR REAS.","Y","","","","","","","","","","","","2022/02/17 17:17:27.677","CUSTOMIZED_USER","2022/02/17 17:19:57.071","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","P3M","702","","","","","","","","REG 352.311. REEMPL AFTER TRANSFER TO INTERNAT'L ORG.","Y","","","","","","","","","","","","2022/02/17 17:17:27.741","CUSTOMIZED_USER","2022/02/17 17:19:57.217","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","P5M","702","","","","","","","","REG 352.507. REEMPL UNDER FOREIGN ASST ACT.","Y","","","","","","","","","","","","2022/02/17 17:17:27.853","CUSTOMIZED_USER","2022/02/17 17:19:57.357","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","P7M","702","","","","","","","","REG 352.803. REEMPLOYMENT OF SES AFTER SVC WITH AIT.","Y","","","","","","","","","","","","2022/02/17 17:17:27.922","CUSTOMIZED_USER","2022/02/17 17:19:57.508","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","PNM","702","","","","","","","","REG 351.603. RIF PLACEMENT/SEPARATION.","Y","","","","","","","","","","","","2022/02/17 17:17:27.982","CUSTOMIZED_USER","2022/02/17 17:19:57.654","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","PWM","702","","","","","","","","REG 352.204. REEMPL AFTER EMERGENCY INTERAGENCY MOVE.","Y","","","","","","","","","","","","2022/02/17 17:17:28.042","CUSTOMIZED_USER","2022/02/17 17:19:57.81","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","QAK","702","","","","","","","","REG 353.207. RESTORATION AFTER MILITARY SERVICE.","Y","","","","","","","","","","","","2022/02/17 17:17:28.101","CUSTOMIZED_USER","2022/02/17 17:19:57.97","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","QBK","702","","","","","","","","REG 353.301. RESTORATION AFTER RECOVERY FROM INJURY.","Y","","","","","","","","","","","","2022/02/17 17:17:28.16","CUSTOMIZED_USER","2022/02/17 17:19:58.146","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","QCK","702","","","","","","","","REG 353.304(D). RESTORATION AFTER PARTIAL RECOVERY.","Y","","","","","","","","","","","","2022/02/17 17:17:28.219","CUSTOMIZED_USER","2022/02/17 17:19:58.312","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","SZR","702","","","","","","","","REG 930.204(E).  PROMOTION OF ADMIN. LAW JUDGE","Y","","","","","","","","","","","","2022/02/17 17:17:28.275","CUSTOMIZED_USER","2022/02/17 17:19:58.461","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","UNM","702","","","","","","","","AGENCY DIRECTIVE OR ORDER","Y","","","","","","","","","","","","2022/02/17 17:17:28.351","CUSTOMIZED_USER","2022/02/17 17:19:58.625","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","VGP","702","","","","","","","","5 U.S.C. 5107. CLASSIFICATION--OPM STANDARDS.","Y","","","","","","","","","","","","2022/02/17 17:17:28.413","CUSTOMIZED_USER","2022/02/17 17:19:58.786","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","VPE","702","","","","","","","","5 U.S.C. 3374. ASSIGNMENT FROM STATE/LOCAL GOVT.","Y","","","","","","","","","","","","2022/02/17 17:17:28.483","CUSTOMIZED_USER","2022/02/17 17:19:58.93","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","W6M","702","","","","","","","","SCH A, 213.3102(O). FACULTY MBR--SCI/PROF/ANAL PSN.","Y","","","","","","","","","","","","2022/02/17 17:17:28.543","CUSTOMIZED_USER","2022/02/17 17:19:59.118","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","W9N","702","","","","","","","","SCH A, 213.3102(I)(1).  TEMP, NOT F/T-REMOTE LOC.","Y","","","","","","","","","","","","2022/02/17 17:17:28.601","CUSTOMIZED_USER","2022/02/17 17:19:59.646","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","W9P","702","","","","","","","","SCH A, 213.3102(I)(2).  TEMP, NOT F/T-CRIT HIRING NEED.","Y","","","","","","","","","","","","2022/02/17 17:17:28.662","CUSTOMIZED_USER","2022/02/17 17:19:59.795","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","W9R","702","","","","","","","","SCH A, 213.3102(I)(3). TEMP, NOT F/T-OTHER POS.","Y","","","","","","","","","","","","2022/02/17 17:17:28.722","CUSTOMIZED_USER","2022/02/17 17:19:59.953","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","W9S","702","","","","","","","","SCH A, 213.3102(R). INTERNSHIP OR FELLOWSHIP PROGRAMS.","Y","","","","","","","","","","","","2022/02/17 17:17:28.784","CUSTOMIZED_USER","2022/02/17 17:20:00.101","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WAM","702","","","","","","","","SCH A, 213.3102(A). CHAPLAIN/CHAPLAIN ASSTS.","Y","","","","","","","","","","","","2022/02/17 17:17:28.845","CUSTOMIZED_USER","2022/02/17 17:20:00.249","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
