"FND_APP_DESCRIPTIVE_FLEXFIELD.DescriptiveFlexfieldCode","FND_APP_DESCRIPTIVE_FLEXFIELD.ApplicationId","ORA_FND_APP_DESCRIPTIVE_FLEXFIELD_CONTEXT.ContextCode","SegmentCode","SegmentIdentifier","ColumnName","Name","Description","Prompt","ShortPrompt","TerminologyHelpText","InFieldHelpText","SequenceNumber","EnabledFlag","DisplayType","DisplayWidth","DisplayHeight","CheckboxCheckedValue","CheckboxUncheckedValue","RequiredFlag","RangeType","DefaultType","DefaultValue","DefaultValueNumber","DefaultValueDate","DefaultValueTimestamp","DerivationValue","ReadOnlyFlag","BIEnabledFlag","BIEqualizationTag","IndexedFlag","MultirowUniqueKeyFlag","ShowValueDescription","CreationDate","CreatedBy","LastUpdateDate","LastUpdatedBy","LastUpdateLogin","ValueSetCode","UomClassCode"
"POR_INFORMATION_TEMPLATE","10071","Tablette","HBCouleur","hbcouleur","ATTRIBUTE2","HBCouleur","","HBCouleur","HBCouleur","","","20","Y","LOV","15","","","","N","","","","","","","","N","N","","N","","N","2021/04/26 16:31:40.951","CUSTOMIZED_USER","2021/04/26 16:48:56.0","CUSTOMIZED_USER","BF98F8CC04856476E0532D60FD0AC196","HBCouleur",""
"POR_INFORMATION_TEMPLATE","10071","Tablette","Marque","marque","ATTRIBUTE1","Marque","","Marque","Marque","","","10","Y","LOV","15","","","","N","","","","","","","","N","N","","N","","N","2021/04/26 16:30:16.859","CUSTOMIZED_USER","2021/04/26 16:31:37.888","CUSTOMIZED_USER","BF98F8CC04546476E0532D60FD0AC196","marque",""
"POR_INFORMATION_TEMPLATE","10071","UK Shoe Size","UK Shoe Size","ukShoeSize","ATTRIBUTE_NUMBER2","UK Shoe Size","UK Shoe Size","UK Shoe Size","UK Shoe Size","","","10","Y","LOV","2","1","","","Y","","CONSTANT","7","7","","","","N","N","","N","","N","2021/11/05 15:58:10.824","CUSTOMIZED_USER","2021/11/05 16:06:24.331","CUSTOMIZED_USER","CFF9CCA8B8826F1FE0530264FD0ACD8B","Number 2 digit",""
"EGP_TRADING_PARTNER_ITEMS_DFF","10011","MFG_CUSTOM_FABRICATED","Freight_Cost","freightCost","ATTRIBUTE_NUMBER3","Freight Cost","","Freight Cost","Freight Cost","","","70","Y","TEXT_BOX","","","","","N","","","","","","","","N","Y","","N","","N","2021/10/12 11:30:12.268","CUSTOMIZED_USER","2021/10/12 11:30:44.244","CUSTOMIZED_USER","CC4513EE9CB33A4FE0530364FD0AF19F","GSE_7_2_Decimal",""
"EGP_TRADING_PARTNER_ITEMS_DFF","10011","MFG_CUSTOM_FABRICATED","Material_Cost","materialCost","ATTRIBUTE_NUMBER1","Material Cost","","Material Cost","Material Cost","","","40","Y","TEXT_BOX","","","","","N","","","","","","","","N","Y","","N","","N","2021/10/12 11:27:58.593","CUSTOMIZED_USER","2021/10/12 11:28:28.721","CUSTOMIZED_USER","CC4513EE9CB33A4FE0530364FD0AF19F","GSE_7_2_Decimal",""
"EGP_TRADING_PARTNER_ITEMS_DFF","10011","MFG_CUSTOM_FABRICATED","Material_Name","materialName","ATTRIBUTE2","Material Name","","Material Name","Material Name","","","20","Y","TEXT_BOX","","","","","N","","","","","","","","N","Y","","N","","N","2021/10/12 11:25:28.501","CUSTOMIZED_USER","2021/10/12 11:27:33.71","CUSTOMIZED_USER","CC4513EE9CB33A4FE0530364FD0AF19F","GSE_30_Char",""
"EGP_TRADING_PARTNER_ITEMS_DFF","10011","MFG_CUSTOM_FABRICATED","Material_Type","materialType","ATTRIBUTE1","Material Type","","Material Type","Material Type","","","10","Y","DROP_DOWN_LIST","","","","","N","","","","","","","","N","Y","","N","","N","2021/10/12 11:24:38.73","CUSTOMIZED_USER","2021/10/12 11:25:25.199","CUSTOMIZED_USER","CC4513EE9CB33A4FE0530364FD0AF19F","MPN_Material_Type",""
"EGP_TRADING_PARTNER_ITEMS_DFF","10011","MFG_CUSTOM_FABRICATED","Material_UOM","materialUom","ATTRIBUTE4","Material UOM","","Material UOM","Material UOM","","","50","Y","DROP_DOWN_LIST","","","","","N","","","","","","","","N","Y","","N","","N","2021/10/12 11:28:49.883","CUSTOMIZED_USER","2021/10/12 11:29:17.284","CUSTOMIZED_USER","CC4513EE9CB33A4FE0530364FD0AF19F","TP_UOM",""
"EGP_TRADING_PARTNER_ITEMS_DFF","10011","MFG_CUSTOM_FABRICATED","Mold_or_Jig_Num","moldOrJigNum","ATTRIBUTE3","Mold or Jig Num","","Mold or Jig Num","Mold or Jig Num","","","30","Y","TEXT_BOX","","","","","N","","","","","","","","N","Y","","N","","N","2021/10/12 11:26:37.068","CUSTOMIZED_USER","2021/10/12 11:27:21.786","CUSTOMIZED_USER","CC4513EE9CB33A4FE0530364FD0AF19F","GSE_30_Char",""
"EGP_TRADING_PARTNER_ITEMS_DFF","10011","MFG_CUSTOM_FABRICATED","Yield","yield","ATTRIBUTE_NUMBER2","Yield","","Yield","Yield","","","60","Y","TEXT_BOX","","","","","N","","","","","","","","N","Y","","N","","N","2021/10/12 11:29:37.518","CUSTOMIZED_USER","2021/10/12 11:29:59.782","CUSTOMIZED_USER","CC4513EE9CB33A4FE0530364FD0AF19F","GSE_5_2_Decimal",""
"EGP_TRADING_PARTNER_ITEMS_DFF","10011","MFG_ITEM_COMPLIANCE","Lifecycle","lifecycle","ATTRIBUTE1","Lifecycle","","Lifecycle","Lifecycle","","","10","Y","DROP_DOWN_LIST","","","","","N","","CONSTANT","Active","","","","","N","Y","","N","","N","2021/09/30 16:18:52.209","CUSTOMIZED_USER","2021/09/30 16:20:08.714","CUSTOMIZED_USER","CC42B0A365FA6221E0530264FD0AE184","MFRPART_LIFECYCLE",""
"EGP_TRADING_PARTNER_ITEMS_DFF","10011","MFG_ITEM_COMPLIANCE","Mfg_AA_Restricted_Substance","mfgAaRestrictedSubstance","ATTRIBUTE8","Mfg AA Restricted Substance","","AA Restricted Substance","AA Restricted Substance","","","80","N","DROP_DOWN_LIST","","","","","N","","","","","","","","N","Y","","N","","N","2021/09/30 16:28:48.664","CUSTOMIZED_USER","2022/02/02 17:18:31.063","CUSTOMIZED_USER","D61F2BC1167B4CE7E0530264FD0A05A4","PGC_COMPLIANCE_VALUES",""
"EGP_TRADING_PARTNER_ITEMS_DFF","10011","MFG_ITEM_COMPLIANCE","Mfg_Arsenic_Free","mfgArsenicFree","ATTRIBUTE6","Mfg Arsenic Free","","Arsenic Free","Arsenic Free","","","60","N","DROP_DOWN_LIST","","","","","N","","","","","","","","N","Y","","N","","N","2021/09/30 16:27:11.094","CUSTOMIZED_USER","2022/02/02 17:18:31.0","CUSTOMIZED_USER","D61F2BC1167B4CE7E0530264FD0A05A4","PGC_COMPLIANCE_VALUES",""
"EGP_TRADING_PARTNER_ITEMS_DFF","10011","MFG_ITEM_COMPLIANCE","Mfg_Beryllium_Free","mfgBerylliumFree","ATTRIBUTE7","Mfg Beryllium Free","","Beryllium Free","Beryllium Free","","","70","N","DROP_DOWN_LIST","","","","","N","","","","","","","","N","Y","","N","","N","2021/09/30 16:27:49.518","CUSTOMIZED_USER","2022/02/02 17:18:31.051","CUSTOMIZED_USER","D61F2BC1167B4CE7E0530264FD0A05A4","PGC_COMPLIANCE_VALUES",""
"EGP_TRADING_PARTNER_ITEMS_DFF","10011","MFG_ITEM_COMPLIANCE","Mfg_CM","mfgCm","ATTRIBUTE11","Mfg CM","","Mfg CM","Mfg CM","","","110","Y","DROP_DOWN_LIST","","","","","N","","","","","","","","N","Y","","N","","N","2022/02/02 17:19:35.649","CUSTOMIZED_USER","2022/02/02 17:22:17.639","CUSTOMIZED_USER","D61F2BC1167B4CE7E0530264FD0A05A4","PGC_CM_VALUES",""
"EGP_TRADING_PARTNER_ITEMS_DFF","10011","MFG_ITEM_COMPLIANCE","Mfg_Halogen_Free","mfgHalogenFree","ATTRIBUTE9","Mfg Halogen Free","","Halogen Free","Halogen Free","","","90","N","DROP_DOWN_LIST","","","","","N","","","","","","","","N","Y","","N","","N","2021/09/30 16:29:54.039","CUSTOMIZED_USER","2022/02/02 17:18:31.067","CUSTOMIZED_USER","D61F2BC1167B4CE7E0530264FD0A05A4","PGC_COMPLIANCE_VALUES",""
"EGP_TRADING_PARTNER_ITEMS_DFF","10011","MFG_ITEM_COMPLIANCE","Mfg_REACH","mfgReach","ATTRIBUTE5","Mfg REACH","","REACH","REACH","","","50","Y","DROP_DOWN_LIST","","","","","N","","","","","","","","N","Y","","N","","N","2021/09/30 16:26:10.0","CUSTOMIZED_USER","2021/09/30 16:26:48.955","CUSTOMIZED_USER","CC42B0A365FA6221E0530264FD0AE184","PGC_COMPLIANCE_VALUES",""
"EGP_TRADING_PARTNER_ITEMS_DFF","10011","MFG_ITEM_COMPLIANCE","Mfg_Reference_Notes","mfgReferenceNotes","ATTRIBUTE2","Mfg Reference Notes","","Reference Notes","Reference Notes","","","20","Y","TEXT_AREA","","2","","","N","","","","","","","","N","Y","","N","","N","2021/09/30 16:20:11.886","CUSTOMIZED_USER","2021/09/30 16:23:55.22","CUSTOMIZED_USER","CC42B0A365FA6221E0530264FD0AE184","GSE_150_Char",""
"EGP_TRADING_PARTNER_ITEMS_DFF","10011","MFG_ITEM_COMPLIANCE","Mfg_RoHS","mfgRohs","ATTRIBUTE4","Mfg RoHS","","RoHS","RoHS","","","40","Y","DROP_DOWN_LIST","","","","","N","","","","","","","","N","Y","","N","","N","2021/09/30 16:22:54.374","CUSTOMIZED_USER","2021/09/30 16:23:27.246","CUSTOMIZED_USER","CC42B0A365FA6221E0530264FD0AE184","PGC_COMPLIANCE_VALUES",""
"EGP_TRADING_PARTNER_ITEMS_DFF","10011","MFG_ITEM_COMPLIANCE","Mfg_Summary_Compliance","mfgSummaryCompliance","ATTRIBUTE3","Mfg Summary Compliance","","Summary Compliance","Summary Compliance","","","30","Y","DROP_DOWN_LIST","","","","","N","","","","","","","","N","Y","","N","","N","2021/09/30 16:22:13.693","CUSTOMIZED_USER","2021/09/30 16:24:09.586","CUSTOMIZED_USER","CC42B0A365FA6221E0530264FD0AE184","PGC_COMPLIANCE_VALUES",""
"EGP_TRADING_PARTNER_ITEMS_DFF","10011","MFG_ITEM_COMPLIANCE","Mfr_Site_Information","mfgMfrSiteInformation","ATTRIBUTE10","Mfg Mfr Site Information","","Mfr Site Information","Mfr Site Information","","","100","Y","TEXT_AREA","","2","","","N","","","","","","","","N","Y","","N","","N","2021/09/30 16:32:13.461","CUSTOMIZED_USER","2021/09/30 16:33:39.846","CUSTOMIZED_USER","CC42B0A365FA6221E0530264FD0AE184","GSE_150_Char",""
"EGP_TRADING_PARTNER_ITEMS_DFF","10011","MFG_STANDARD_ITEM","End_of_Life_Date","endOfLifeDate","ATTRIBUTE_DATE1","End of Life Date","","End of Life Date","End of Life Date","","","30","Y","DATE_TIME","","","","","N","","","","","","","","N","Y","","N","","N","2021/10/11 13:06:57.978","CUSTOMIZED_USER","2021/10/11 13:07:37.134","CUSTOMIZED_USER","CC44AF79D0C139ABE0530364FD0A47F0","GSE_Date_Format",""
"EGP_TRADING_PARTNER_ITEMS_DFF","10011","MFG_STANDARD_ITEM","Freight_Cost","freightCost","ATTRIBUTE_NUMBER1","Freight Cost","","Freight Cost (USD)","Freight Cost (USD)","","","20","Y","TEXT_BOX","","","","","N","","","","","","","","N","Y","","N","","N","2021/10/11 13:05:58.659","CUSTOMIZED_USER","2021/10/11 13:06:47.129","CUSTOMIZED_USER","CC44AF79D0C139ABE0530364FD0A47F0","GSE_7_2_Decimal",""
"EGP_TRADING_PARTNER_ITEMS_DFF","10011","MFG_STANDARD_ITEM","Mfg_Catalog","mfgCatalog","ATTRIBUTE1","Mfg Catalog","","Mfg Catalog","Mfg Catalog","","","10","Y","TEXT_BOX","25","","","","N","","","","","","","","N","Y","","N","","N","2021/10/11 13:05:10.785","CUSTOMIZED_USER","2021/10/11 13:05:54.949","CUSTOMIZED_USER","CC44AF79D0C139ABE0530364FD0A47F0","GSE_40_Char",""
"VRM_SOURCE_DOCUMENTS","10455","HiTech_Prof_Services","Quote Number","quoteNumber","SRC_ATTRIBUTE_CHAR3","Quote Number","Quote Number","Quote Number","Quote Number","","","20","Y","TEXT_BOX","15","","","","N","","","","","","","","N","N","","N","","N","2017/01/20 19:41:32.949","CUSTOMIZED_USER","2017/01/20 19:42:25.395","CUSTOMIZED_USER","46894441822C71C8E0537AA3FD0A75A3","30 Characters",""
"VRM_SOURCE_DOCUMENTS","10455","HiTech_Prof_Services","Sales Channel","salesChannel","SRC_ATTRIBUTE_CHAR1","Sales Channel","Sales Channel","Sales Channel","Sales Channel","","","10","Y","TEXT_BOX","15","","","","N","","","","","","","","N","N","","N","","N","2017/01/20 19:39:14.0","CUSTOMIZED_USER","2017/01/20 19:41:28.616","CUSTOMIZED_USER","46894441822C71C8E0537AA3FD0A75A3","30 Characters",""
"VRM_SOURCE_DOCUMENTS","10455","HiTech_Subscription","Quote Number","quoteNumber","SRC_ATTRIBUTE_CHAR3","Quote Number","Quote Number","Quote Number","Quote Number","","","20","Y","TEXT_BOX","15","","","","N","","","","","","","","N","N","","N","","N","2017/01/20 19:44:30.753","CUSTOMIZED_USER","2017/01/20 19:46:36.87","CUSTOMIZED_USER","46894441822C71C8E0537AA3FD0A75A3","30 Characters",""
"VRM_SOURCE_DOCUMENTS","10455","HiTech_Subscription","Sales Channel","salesChannel","SRC_ATTRIBUTE_CHAR1","Sales Channel","Sales Channel","Sales Channel","Sales Channel","","","10","Y","TEXT_BOX","15","","","","N","","","","","","","","N","N","","N","","N","2017/01/20 19:43:25.582","CUSTOMIZED_USER","2017/01/20 19:44:22.955","CUSTOMIZED_USER","46894441822C71C8E0537AA3FD0A75A3","30 Characters",""
"VRM_SOURCE_DOCUMENTS","10455","Mfg_Machines","Product Group","productGroup","SRC_ATTRIBUTE_CHAR2","Product Group","Product Group","Product Group","Product Group","","","10","Y","TEXT_BOX","15","","","","N","","","","","","","","N","N","","N","","N","2017/01/20 20:02:31.706","CUSTOMIZED_USER","2017/01/20 20:03:04.239","CUSTOMIZED_USER","46894441822C71C8E0537AA3FD0A75A3","30 Characters",""
"VRM_SOURCE_DOCUMENTS","10455","Mfg_Machines","Sales Channel","salesChannel","SRC_ATTRIBUTE_CHAR1","Sales Channel","Sales Channel","Sales Channel","Sales Channel","","","20","Y","TEXT_BOX","15","","","","N","","","","","","","","N","N","","N","","N","2017/01/20 20:03:04.324","CUSTOMIZED_USER","2017/01/20 20:12:18.249","CUSTOMIZED_USER","46894441822C71C8E0537AA3FD0A75A3","30 Characters",""
"VRM_SOURCE_DOCUMENTS","10455","Mfg_Maintenance","Product Group","productGroup","SRC_ATTRIBUTE_CHAR2","Product Group","Product Group","Product Group","Product Group","","","10","Y","TEXT_BOX","15","","","","N","","","","","","","","N","N","","N","","N","2017/01/20 20:08:54.822","CUSTOMIZED_USER","2017/01/20 20:09:31.121","CUSTOMIZED_USER","46894441822C71C8E0537AA3FD0A75A3","30 Characters",""
"VRM_SOURCE_DOCUMENTS","10455","Mfg_Maintenance","Sales Channel","salesChannel","SRC_ATTRIBUTE_CHAR1","Sales Channel","Sales Channel","Sales Channel","Sales Channel","","","20","Y","TEXT_BOX","15","","","","N","","","","","","","","N","N","","N","","N","2017/01/20 20:09:31.22","CUSTOMIZED_USER","2017/01/20 20:12:08.374","CUSTOMIZED_USER","46894441822C71C8E0537AA3FD0A75A3","30 Characters",""
"VRM_SOURCE_DOCUMENTS","10455","Telco_Devices","Product Group","productGroup","SRC_ATTRIBUTE_CHAR2","Product Group","Product Group","Product Group","Product Group","","","10","Y","TEXT_BOX","15","","","","N","","","","","","","","N","N","","N","","N","2017/01/20 19:51:10.37","CUSTOMIZED_USER","2017/01/20 19:52:04.688","CUSTOMIZED_USER","46894441822C71C8E0537AA3FD0A75A3","30 Characters",""
"VRM_SOURCE_DOCUMENTS","10455","Telco_Devices","Quote Number","quoteNumber","SRC_ATTRIBUTE_CHAR3","Quote Number","Quote Number","Quote Number","Quote Number","","","20","Y","TEXT_BOX","15","","","","N","","","","","","","","N","N","","N","","N","2017/01/20 19:52:04.807","CUSTOMIZED_USER","2017/01/20 19:52:41.407","CUSTOMIZED_USER","46894441822C71C8E0537AA3FD0A75A3","30 Characters",""
"VRM_SOURCE_DOCUMENTS","10455","Telco_Subscriptions","Product Group","productGroup","SRC_ATTRIBUTE_CHAR2","Product Group","Product Group","Product Group","Product Group","","","10","Y","TEXT_BOX","15","","","","N","","","","","","","","N","N","","N","","N","2017/01/20 19:56:16.615","CUSTOMIZED_USER","2017/01/20 20:00:50.739","CUSTOMIZED_USER","46894441822C71C8E0537AA3FD0A75A3","30 Characters",""
"VRM_SOURCE_DOCUMENTS","10455","Telco_Subscriptions","Quote Number","quoteNumber","SRC_ATTRIBUTE_CHAR3","Quote Number","Quote Number","Quote Number","Quote Number","","","20","Y","TEXT_BOX","15","","","","N","","","","","","","","N","N","","N","","N","2017/01/20 20:00:50.824","CUSTOMIZED_USER","2017/01/20 20:01:55.625","CUSTOMIZED_USER","46894441822C71C8E0537AA3FD0A75A3","30 Characters",""
"EGO_ENGINEERING_CHANGES","10010","ECO_DFF","Agency_Recertification","agencyRec","ATTRIBUTE11","Agency Recertification","","Agency Recertification","Agency Recertification","","","40","Y","LOV","10","","","","N","","","","","","","","N","N","","N","","N","2018/06/19 15:09:16.777","CUSTOMIZED_USER","2018/06/19 15:09:49.407","CUSTOMIZED_USER","6F00BFEA8D4324ECE0537990DF0A939B","GSE_Yes_No",""
"EGO_ENGINEERING_CHANGES","10010","ECO_DFF","Estimated Cost","estimatedCost","ATTRIBUTE_NUMBER1","Estimated Cost (USD)","","Estimated Cost (USD)","Estimated Cost (USD)","","","50","Y","TEXT_BOX","10","","","","N","","","","","","","","N","N","","N","","N","2018/06/19 15:10:02.476","CUSTOMIZED_USER","2018/06/19 15:11:19.613","CUSTOMIZED_USER","6F00BFEA8D4324ECE0537990DF0A939B","GSE_7_2_Decimal",""
"EGO_ENGINEERING_CHANGES","10010","ECO_DFF","First_Article_Required","FirstArticleRequired","ATTRIBUTE10","Rst Article required","","1st Article required","1st Article required","","","30","Y","LOV","10","","","","N","","","","","","","","N","N","","N","","N","2018/06/19 15:08:12.319","CUSTOMIZED_USER","2018/06/19 15:09:01.862","CUSTOMIZED_USER","6F00BFEA8D4324ECE0537990DF0A939B","GSE_Yes_No",""
"EGO_ENGINEERING_CHANGES","10010","ECO_DFF","Implementation_Notes","impNotes","ATTRIBUTE9","Implementation Notes","","Implementation Notes","Implementation Notes","","","10","Y","TEXT_BOX","","2","","","N","","","","","","","","N","N","","N","","N","2018/06/19 15:05:46.425","CUSTOMIZED_USER","2018/06/19 15:07:01.276","CUSTOMIZED_USER","6F00BFEA8D4324ECE0537990DF0A939B","GSE_150_Char",""
"EGO_ENGINEERING_CHANGES","10010","ECO_DFF","Target_Implementation_Date","targetImpDate","ATTRIBUTE_DATE2","Target Implementation Date","","Target Implementation Date","Target Implementation Date","","","20","Y","DATE_TIME","","","","","N","","","","","","","","N","N","","N","","N","2018/06/19 15:07:11.942","CUSTOMIZED_USER","2018/06/19 15:08:03.198","CUSTOMIZED_USER","6F00BFEA8D4324ECE0537990DF0A939B","GSE_Date_Format",""
"EGO_ENGINEERING_CHANGES","10010","Life_Sciences_Change_Request","Containment Plan","containmentPlan","ATTRIBUTE12","Containment Plan","","Containment Plan","Containment Plan","","","40","Y","TEXT_AREA","","3","","","N","","","","","","","","N","Y","","N","","N","2018/12/04 18:31:06.362","CUSTOMIZED_USER","2018/12/04 18:31:45.25","CUSTOMIZED_USER","7C3667940EC43349E0537990DF0A1291","GSE_150_Char",""
"EGO_ENGINEERING_CHANGES","10010","Life_Sciences_Change_Request","Context_Possible_Interactions","contextPossibleInteractions","ATTRIBUTE10","Context/Possible Interactions","","Context/Possible Interactions","Context/Possible Interactions","","","20","Y","TEXT_AREA","","3","","","N","","","","","","","","N","Y","","N","","N","2018/12/04 18:28:02.668","CUSTOMIZED_USER","2018/12/04 18:30:38.604","CUSTOMIZED_USER","7C3667940EC43349E0537990DF0A1291","GSE_150_Char",""
"EGO_ENGINEERING_CHANGES","10010","Life_Sciences_Change_Request","Drug_State","drugState","ATTRIBUTE9","Drug State","","Drug State","Drug State","","","10","Y","DROP_DOWN_LIST","","","","","N","","","","","","","","N","Y","","N","","N","2018/12/04 18:23:58.876","CUSTOMIZED_USER","2018/12/04 18:27:34.933","CUSTOMIZED_USER","7C3667940EC43349E0537990DF0A1291","PH_Drug_State",""
"EGO_ENGINEERING_CHANGES","10010","Life_Sciences_Change_Request","Impact Analysis","impactAnalysis","ATTRIBUTE13","Impact Analysis","","Impact Analysis","Impact Analysis","","","50","Y","TEXT_AREA","","3","","","N","","","","","","","","N","Y","","N","","N","2018/12/04 18:33:00.965","CUSTOMIZED_USER","2018/12/04 18:33:31.579","CUSTOMIZED_USER","7C3667940EC43349E0537990DF0A1291","GSE_150_Char",""
"EGO_ENGINEERING_CHANGES","10010","Life_Sciences_Change_Request","Symptoms","symptoms","ATTRIBUTE11","Symptoms","","Symptoms","Symptoms","","","30","Y","TEXT_AREA","","3","","","N","","","","","","","","N","Y","","N","","N","2018/12/04 18:29:37.217","CUSTOMIZED_USER","2018/12/04 18:30:22.988","CUSTOMIZED_USER","7C3667940EC43349E0537990DF0A1291","GSE_150_Char",""
"EGO_ENGINEERING_CHANGES","10010","PROD_CHG_DFF","1st Article required","PCFirstArticleRequired","ATTRIBUTE10","1st Article required","","1st Article required","1st Article required","","","30","Y","DROP_DOWN_LIST","10","","","","N","","","","","","","","N","N","","N","","N","2018/06/19 16:56:10.113","CUSTOMIZED_USER","2018/06/19 16:56:58.264","CUSTOMIZED_USER","6F027B4290402813E0537990DF0A612F","GSE_Yes_No",""
"EGO_ENGINEERING_CHANGES","10010","PROD_CHG_DFF","Agency Recertification","PCagencyRec","ATTRIBUTE11","Agency Recertification","","Agency Recertification","Agency Recertification","","","40","Y","DROP_DOWN_LIST","10","","","","N","","","","","","","","N","N","","N","","N","2018/06/19 16:57:13.33","CUSTOMIZED_USER","2018/06/19 16:57:50.354","CUSTOMIZED_USER","6F027B4290402813E0537990DF0A612F","GSE_Yes_No",""
"EGO_ENGINEERING_CHANGES","10010","PROD_CHG_DFF","Estimated Cost","PCestimatedCost","ATTRIBUTE_NUMBER1","Estimated Cost","","Estimated Cost","Estimated Cost","","","50","Y","TEXT_BOX","10","","","","N","","","","","","","","N","N","","N","","N","2018/06/19 16:58:03.546","CUSTOMIZED_USER","2018/06/19 16:58:25.365","CUSTOMIZED_USER","6F027B4290402813E0537990DF0A612F","GSE_7_2_Decimal",""
"EGO_ENGINEERING_CHANGES","10010","PROD_CHG_DFF","Implementation_Notes","PCimpNotes","ATTRIBUTE9","Implementation Notes","","Implementation Notes","Implementation Notes","","","10","Y","TEXT_BOX","","2","","","N","","","","","","","","N","N","","N","","N","2018/06/19 16:52:22.0","CUSTOMIZED_USER","2018/06/19 16:53:14.313","CUSTOMIZED_USER","6F027B4290402813E0537990DF0A612F","GSE_150_Char",""
"EGO_ENGINEERING_CHANGES","10010","PROD_CHG_DFF","Target Implementation Date","PCtargetImpDate","ATTRIBUTE_DATE2","Target Implementation Date","","Target Implementation Date","Target Implementation Date","","","20","Y","DATE_TIME","","","","","N","","","","","","","","N","N","","N","","N","2018/06/19 16:53:37.0","CUSTOMIZED_USER","2018/06/19 16:56:06.257","CUSTOMIZED_USER","6F027B4290402813E0537990DF0A612F","GSE_Date_Format",""
"EGO_ENGINEERING_CHANGES","10010","Product_Conversion","Est_Hours","estHours","ATTRIBUTE_NUMBER1","Est Hours","","Est Hours","Est Hours","","","20","Y","TEXT_BOX","15","","","","N","","","","","","","","N","Y","","N","","N","2021/03/30 15:56:53.01","CUSTOMIZED_USER","2021/03/30 15:57:46.1","CUSTOMIZED_USER","BE4F6BE03051C4B2E0532D60FD0A08E5","GSE_7_2_Decimal",""
"EGO_ENGINEERING_CHANGES","10010","Product_Conversion","Notes_Comments","notesComments","ATTRIBUTE9","Notes / Comments","","Notes / Comments","Notes / Comments","","","30","Y","TEXT_AREA","75","2","","","N","","","","","","","","N","Y","","N","","N","2021/03/30 15:57:59.201","CUSTOMIZED_USER","2021/03/30 15:58:44.507","CUSTOMIZED_USER","BE4F6BE03051C4B2E0532D60FD0A08E5","GSE_150_Char",""
"EGO_ENGINEERING_CHANGES","10010","Product_Conversion","Requested_Implementation_Date","requestedImplementationDate","ATTRIBUTE_DATE2","Requested Implementation Date","","Requested Implementation Date","Requested Implementation Date","","","10","Y","DATE_TIME","","","","","N","","","","","","","","N","Y","","N","","N","2021/03/30 15:55:41.0","CUSTOMIZED_USER","2021/03/30 15:56:41.069","CUSTOMIZED_USER","BE4F6BE03051C4B2E0532D60FD0A08E5","GSE_Date_Format",""
"ContractHeaderFlexfield","510","Commercial Service Agreement","Location Type","locationType","ATTRIBUTE3","Location Type","","Location Type","Location Type","","","20","Y","TEXT_BOX","","","","","N","","","","","","","","N","Y","","N","","N","2016/06/08 13:34:02.471","CUSTOMIZED_USER","2016/06/09 08:18:31.266","CUSTOMIZED_USER","34D4E379907A68C2E053CFFBE70AA4CF","30 Characters",""
"ContractHeaderFlexfield","510","Commercial Service Agreement","Service Location","ServiceLocation","ATTRIBUTE4","Service Location","","Service Location","Service Location","","","10","Y","TEXT_BOX","","","","","N","","","","","","","","N","Y","","N","","N","2016/06/08 13:32:22.242","CUSTOMIZED_USER","2016/06/09 08:18:13.415","CUSTOMIZED_USER","34D4E379907A68C2E053CFFBE70AA4CF","30 Characters",""
"OKC_LINES_DESC_FLEX","510","Capitalization Indicator (Y/N)","Y/N","yN","ATTRIBUTE1","Y/N","","Y/N","Y/N","","","10","Y","TEXT_BOX","1","","","","N","","","","","","","","N","Y","","N","","N","2021/02/12 04:53:39.882","CUSTOMIZED_USER","2021/02/12 04:56:47.241","CUSTOMIZED_USER","BB1954684FF33D56E0539E90DF0A8352","Project Type",""
"WIS_WD_OPERATIONS_B","10494","Scheduling Attributes-Wearables","Color","color","ATTRIBUTE_CHAR1","Color","Color","Color","Color","","","10","Y","LOV","","","","","N","","","","","","","","N","N","","N","","N","2020/12/24 17:04:18.099","CUSTOMIZED_USER","2020/12/24 18:34:21.0","CUSTOMIZED_USER","B739C0C6F6DD8A30E0539E90DF0A1B61","Color",""
"WIS_WD_OPERATIONS_B","10494","Scheduling Attributes-Wearables","Mold","mold","ATTRIBUTE_CHAR2","Mold","Mold","Mold","Mold","","","20","Y","LOV","","","","","N","","","","","","","","N","N","","N","","N","2020/12/24 17:10:58.576","CUSTOMIZED_USER","2020/12/24 17:11:34.312","CUSTOMIZED_USER","B739AE8818238095E0539E90DF0ACE36","Mold",""
"PER_DOCUMENTS_OF_RECORD_DFF","800","Criminal record check","Applicant Consent Date","applicantConsentDate","DEI_ATTRIBUTE_DATE1","Applicant Consent Date","Date on which applicant gave consent for the application to be submitted by the B2B Customer ","Applicant Consent Date","Applicant Consent Date","","","60","Y","DATE_TIME","","","","","Y","","","","","","","","N","N","","N","","N","2018/10/11 10:44:23.371","CUSTOMIZED_USER","2018/10/11 10:45:16.854","CUSTOMIZED_USER","77F24BB9FFC73396E0537990DF0AF748","GSE_Date_Format",""
"PER_DOCUMENTS_OF_RECORD_DFF","800","Criminal record check","Application Type","applicationType","DEI_ATTRIBUTE4","Application Type","","Application Type","Application Type","","","40","Y","TEXT_BOX","30","","","","Y","","CONSTANT","BASIC_DISCLOSURE","","","","","Y","Y","","N","","N","2018/10/11 10:42:53.341","CUSTOMIZED_USER","2018/10/11 10:43:30.79","CUSTOMIZED_USER","77F24BB9FFC73396E0537990DF0AF748","GSE_30_Char",""
